title,image_url,permalink,background,ingredients,instructions,tips,remarks
ワラビのアク抜き方法,https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/04/IMG_3023.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/04/9de364b08be713bb7d0daed5256f0ee2.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/5612f09c620d49eea815794d8ad0d042.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/1631838c7efd9e57d1ad8b3042caaac9.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/17d203f5defecb00ac3ebe15a14902c7.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/17d203f5defecb00ac3ebe15a14902c7-1.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/34ba60fcbd6d3ef38f2645d53026003e-e1556639042290.jpg,https://www.osakafoodstyle.com/recipe/warabi/,万葉集に出てくるほど、日本で昔から愛でられている春の山菜「わらび」は、ゆでるとぬるっとした味わいが人気の理由です。日本全国に自生しているシダ植物の仲間で、春の野菜はアクが強く、生では食べられないためアク抜きが必須となります。1日目に茹でて2日目に水洗いする工程が必要です。,ワラビ 1束(150〜200g) / 水 1L / 重曹 小さじ1,"【1日目】ワラビは下1cmを切り落とす。家にある直径が一番大きいフライパンにワラビそのまま入るか確認する（もし小さい鍋やフライパンしかなければ、半分に切る）。
ワラビを一旦取り出し、フライパンにたっぷりの湯を沸かす。火を消して、重曹を入れる。入れた瞬間に一気に泡がたつ。
すぐにワラビを浸す。
フタをしてそのまま一晩置く。ここが非常に重要で、すぐに料理することはできません。
【2日目】（一晩置くと写真のように黒くなる）流水でしっかり洗う。",あくを抜いて流水洗いした後のわらびは、再度茹でる必要はありません。味付けをしてそのまま召し上がりください。あく抜きが上手く出来たかどうかの目安は味で判断します。食べてみて、ザクっとしてぬめり、粘りが出ていて、アクを感じなければ成功です。食べることに抵抗がある方は、根元を切ってみて切り口がトロッとぬめってネバネバしているかを確認してください。,すぐに使わない場合は、たっぷりの水に浸して冷蔵保存してください。旬の時期(4〜5月)に手に入れて自分で茹でたものは、市販の水煮とは比べものにならないほど格別な食感です。
なにわ風しみじみ卯の花,https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/fd651ec186622dba153340394327e803.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/4fb29373cc8fcfe7796fcd9d7a04435c.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/ca29c47fca90d207ff6ceff324af304b.jpg,https://www.osakafoodstyle.com/recipe/okara/,おからは豆腐作りで残った大豆の「絞りかす（殻）」が語源で、見た目がウヅキの花に似ていることから「卯の花」とも呼ばれます。今回は薄口しょうゆ、昆布と干し椎茸の出汁を使い、深い味わいを楽しめる「なにわの味」を再現しています。,豚ひき肉 100g / 酒 大さじ1 / おから 200g / ニンジン 1/2本 / 干し椎茸 3枚(約10g) / 昆布 2cm長さ(3g) / こんにゃく 1/4枚(75g) / a(薄口しょうゆ・みりん・砂糖 各大さじ2),"干し椎茸と昆布の出汁をとる。耐熱容器に干し椎茸と昆布を入れ、熱湯300cc強注ぐ。フタをして、15分以上おく。干し椎茸が戻っていることを確認できたら、昆布と干し椎茸を取り出す。※前日にこの作業をしておくと、しっかり干し椎茸が戻り、調理が楽になります。
野菜を切る。全ての素材の大きさはなるべく切り揃える。ニンジン、コンニャクは幅5mm、長さ4cmの千切りにする。干し椎茸は石づきを切り落とし、端から薄切りにする。
おからを乾煎いりする。フライパンを中火にかけ、おからを入れる。底に焦げ付かないように、木べらで混ぜながら、3分ほど煎ったら、一旦お皿に取り出す。
テフロン加工のフライパンに豚ひき肉、酒を入れて、火にかける。木べらで混ぜながら、色が変わったら、全ての材料を入れ、時々混ぜながら煮汁がなくなるまで、時々混ぜながら15分間煮る。",・おからの水分を飛ばすために丁寧に乾煎りすること。・具材の大きさを揃えて切ること。・濃い出汁（醤油の量ではなく、昆布・干し椎茸・豚肉などから出る深い旨味）で煮ること。料亭ではアサリの出汁が使われることもあります。,【切り方の詳細】ニンジン：縦4cmに切り、5mm幅の板状に切る。縦長に置いて、端から薄切りにする。コンニャク：まな板に横長に置き、横の長さを半分に切り、厚みを半分に切る。横長に置いて、端から薄切りにする。
新玉ねぎのシュウマイ,https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/8a52da939a657fbf6802d3e5253fd724_m.jpg,https://www.osakafoodstyle.com/recipe/shumai/,薄口しょうゆ＆オイスターソースで作る、なにわ料理の中華レシピです。新玉ねぎは食感や香りが強くないため、粗みじん切りにしても肉だねの邪魔をせず、旬の美味しさを存分に味わえます。,豚ひき肉 300g / 新玉ねぎ 1個(150g) / おろしショウガ 小さじ1 / シュウマイの皮 30枚 / 片栗粉 大さじ1/2 / オイスターソース 大さじ1 / 薄口しょうゆ 大さじ1/2 / ごま油 大さじ1/2 / 片栗粉（調味料用） 大さじ1/2,"タネを作る。新玉ねぎは粗めのみじん切りにし、片栗粉を合わせる。ボウルにひき肉を入れ、おろしショウガと調味料を入れて混ぜる。
シューマイの皮にタネを大さじ１を目安にのせ、上部をスプーンで押さえて包む。
フライパンに油少々を熱し、２を並べ入れ、水50ccを入れてふたをし、強火で1分、弱めの中火で3分蒸し焼きにする。ふたを取って水分をとばすように3分焼く。",新玉ねぎを使うことで、大きく粗みじん切りにしても食感を邪魔せず初心者でも作りやすくなります。普通の玉ねぎで代用する場合は、辛味や食感が目立たないよう細かいみじん切りにするか、フードプロセッサーを使用してください。また、蒸し器やせいろがある場合はそちらでの調理も可能です。多めに作って冷凍保存しておくのもおすすめです。,蒸す際に水分がなくなると底が焦げてフライパンに張り付きます。蒸気が消えたり音が小さくなったら、蓋を少しだけ開けて水を大さじ2ほど足してください。大きく蓋を開けすぎると蒸気が逃げて温度が下がるので注意しましょう。
タケノコとスナップエンドウの土佐煮,https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/df5ca304c3c63e0eac71742b2087ebbe.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/08f335d10300eabd13ca6d6be19f0870_m.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/1140038-e1557092038931.jpg,https://www.osakafoodstyle.com/recipe/tosani/,「土佐」がつく和食は、高知名物のカツオ節を煮汁や調味酢に入れ、具として一緒にいただく料理を指します。本レシピは、昆布だしと薄口しょうゆでコトコト煮込む「なにわ流」をベースに、仕上げに土佐煮の鉄板である「濃口しょうゆ」と「削り節」を加えることで、手作りならではの豊かな香りを引き立たせています。,"タケノコ 1個(300g) / スナップエンドウ 20本 / a(昆布だし 200cc, 薄口しょうゆ・みりん 各大さじ1) / b(濃口しょうゆ・砂糖 各小さじ1) / カツオ節(花がつお) ひとつかみ(5g)","タケノコは穂先4cmを6〜8等分に切り、その下の部分を1cm厚の半月切り、または大きければいちょう切りにする。 スナップエンドウは筋をとる。
鍋にタケノコとaを入れ、強火にかけ、沸騰したら、弱火に落とす。落し蓋をして10分煮る。
落し蓋を取り、bとスナップエンドウを入れ、2分煮込む。カツオ節を入れて、火を消し、全体を大きく混ぜて蓋をする。",スナップエンドウは2分以上煮込むと柔らかくなりすぎて食感が損なわれるため、タイマーで2分きっちり計ることが重要です。また、カツオ節（花がつお）は熱で香りが揮発しやすいため、加熱時間は2分以内にとどめ、仕上げに加えることで高い香りと柔らかな食感を楽しめます。,スナップエンドウの代わりに、アスパラガスやニンジンでも代用可能です。2分以内でちょうど良い食感になるような切り方を工夫することで、アレンジの幅が広がります。
ワラビとお揚げの煮物（なにわ仕立て）,https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/2b6f984d3c701c99bf4c111319558301.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/IMG_2986-e1557148945494.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/8d15f1b09762b3ecfe1cc38aef53eabb.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/b35629166f1dffef0394a3e0d4642eb6.jpg,https://www.osakafoodstyle.com/recipe/warabiandfriedtofu/,春から初夏が旬のワラビを、関西で親しまれている甘辛いお揚げと炊き合わせた一品です。ワラビ特有の「ねばり」とアスパラガスに似た食感、そしてほのかな苦みを、甘辛いお揚げと合わせることで美味しくいただけます。,京揚げ：1枚（なければ油揚げ2枚） / ワラビの水煮：1束（200g） / 削り節：3g（小袋1パック） / 昆布だし（煮汁a）：200cc / 砂糖（煮汁a）：大さじ1 / 薄口しょうゆ（煮汁a）：大さじ1,"ワラビは根元の硬い部分3cm切り落とし、4cm幅に切る。お揚げは油抜き（流水の熱湯で軽くもみ洗いする程度）し、8枚の三角に切る（または縦に2cm幅に切る）。
鍋にお揚げとaを入れ、強火にかける。軽く沸いたら、弱めの中火に落とし、5分煮る。
ワラビを入れて、3分煮る。小さめのお鍋の場合、下にワラビを入れ、上にお揚げをのせて炊くとよい。
器に汁ごと盛り付け、ワラビをめがけて、削り節をふりかける。",油揚げは質の良いものを選ぶと味が格段に良くなります。みりんではなく砂糖を使用し、お揚げをしっかり甘辛く味付けするのがポイントです。また、ワラビの加熱時間は3分以内にとどめてください。長すぎるとやわらかくなりすぎ、独特の食感が失われてしまいます。,※ワラビの下ゆでには6時間（一晩）要します。完成料理の写真には削り節が入っていませんが、実際には必ず入れてください。
モヤシの白酢和え,https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/5cd32279127173bb08e5adf40ead58f8.jpg,https://www.osakafoodstyle.com/recipe/%e3%83%a2%e3%83%a4%e3%82%b7%e3%81%ae%e7%99%bd%e9%85%a2%e5%92%8c%e3%81%88/,まるでマヨネーズのような滑らかで優しい酸味の和え衣。秘密は豆腐＆酢。脂肪分を使っておらず、たんぱく質も取れて、野菜もたっぷり食べることができます。,"モヤシ 1/2袋(100g) / ニンジン 1/2本(75g) / 芽ひじき(乾) 3g / a(昆布だし 50cc, 薄口しょうゆ・みりん 各小さじ1) / 木綿豆腐 1/3丁(100g) / 酢 大さじ1.5 / 砂糖 大さじ1 / 塩 小さじ1/4","モヤシは茹でてしっかり水気を切る。鍋に水で戻したひじき、ニンジン、aを入れ、水分がなくなるまで煮る。
白酢を作る。木綿豆腐はペーパータオルで包み、5分ほど重石を置いて水切りする。すり鉢で豆腐をすり、酢、砂糖、塩を合わせる。(すり鉢がなければ、ボウルに全材料を入れ、泡立て器で滑らかになるまで混ぜる)
1.の野菜を2.の白酢で和える。",野菜を白酢と和える際、野菜の水分がしっかり切れていることが大切です。水分がしたたっているまま和えると、白酢特有の濃厚な味わいが薄れてしまいます。また、白酢はスティック野菜のディップとしても活用可能です。,ノンオイルで仕上げていますが、まるでマヨネーズを使ったような濃厚な味わいです。※写真は彩りのため青菜を加えています。
高野豆腐の射込み,https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/95e2889d649a9568c0f7f02670994a20.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/IMG_3175-e1557398109210.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/95e2889d649a9568c0f7f02670994a20-1.jpg,https://www.osakafoodstyle.com/recipe/ikomi/,「射込み（いこみ）」とは、食材の中をくり抜いて詰め物をする日本料理の技法です。弓道で一つの的に対して多数の射手が矢を射こむことに由来します。高野豆腐に肉を詰めることでボリュームが出て食べやすくなり、動物性と植物性のタンパク質を同時に摂取できる栄養満点な一品です。,鶏ひき肉 150g / アスパラガス 1束(100g) / ニンジン 1/2本 / 昆布 3g / 高野豆腐 適量 / 【a】片栗粉 大さじ1 / 【a】みそ 大さじ1 / 【a】酒 大さじ1 / 【b】薄口しょうゆ 大さじ1.5 / 【b】砂糖 大さじ1.5 / 【b】みりん 大さじ1 / 【b】酒 大さじ1 / 【水溶き片栗粉】片栗粉 小さじ2 / 【水溶き片栗粉】水 大さじ1,"鍋に熱湯300cc強を沸かし、火を消して、昆布を入れてフタをしておく。(15分後に昆布だしの完成)高野豆腐はたっぷりのぬるま湯に浸して、5分置き、手で挟んでしっかり水気をとる。(握るように水気を絞ると、高野豆腐が切れる)半分に切り、切り口から厚みの半分に切り込みを入れ、角まで切り込みを入れて袋状にする。
【野菜の準備】ニンジンは半分をみじん切りにし、残りを長さ4cmの棒状に切る。アスパラガスは穂先4cm分を切り、取っておく。下5cmの皮をピーラーでぐるりとむく。その半量を薄い輪切り、残りは4cm長さに切る。【詰め物を作る】ボウルに鶏ひき肉とaを入れ、しっかり混ぜる。細かく切った方のニンジンとアスパラガスを入れ、しっかり混ぜる。
【詰め物をする】2.の詰め物を8等分する。高野豆腐の奥まで詰める。表面に出たら、もっこりなるように詰める。【煮る】1.の鍋を開け、昆布を端に寄せ、bを注ぎ、詰め口が上になるように高野豆腐を詰める。隙間に棒状のニンジン、穂先以外のアスパラガスを入れ、落し蓋をして強火にかける。煮立ったら、弱めの中火に落として、15分煮る。火を止めて、そのまま味を含ませる。
食べる直前に煮汁を残して、器によそう。アスパラガスの穂先を入れ、再び加熱し、水溶き片栗粉でとろみをつけ、高野豆腐の上にかける。",高野豆腐の煮汁は「しっかり甘い」のが一般的ですが、今回は肉だねに味噌味をしっかりつけたことで、糖質の量を抑えています。アスパラガスの代わりに、椎茸を使用するのもおすすめです。,ニンジン、アスパラガスを肉だねに混ぜずに作っても構いません。その場合は、全てを4cm長さに切り、初めから一緒に煮込んでください。
蒸しなす,https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/b5937a96d708d6ac7888d42bb8872699_m-e1557869489408.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/05de095c96c4174611fa5cf703d13d11-1.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/622806a4ff8dd59ff8f747ebc3ea36c1.png,https://www.osakafoodstyle.com/recipe/steamedeggplant/,なすは油を吸いやすい性質があり、調理に慣れていないと仕上がりが油っぽくなりがちで意外と扱いが難しい食材です。そこで、油を使わずフライパンで10分加熱するだけで手軽に美味しく仕上がる「蒸しなす」を提案します。,なす：4本 / 薄口しょうゆ：大さじ1（辛味ダレ） / 粉唐辛子：大さじ1/2（辛味ダレ） / 砂糖：大さじ1/2（辛味ダレ） / ごま油：大さじ1/2（辛味ダレ） / 水：大さじ1/2（辛味ダレ） / すりごま：大さじ1/2（辛味ダレ） / おろしニンニク：小さじ1/2（辛味ダレ）,"ナスはヘタを切り落とす。皮をピーラーでしま目(または切り込みを入れて)にむく。冷たいフライパンに並べ入れ、水100ccを注ぎ入れる。(ナスの高さの1/4くらいまで水があれば◎) フライパンにフタをし、強火にかける。
ふつふつとしたら中火にし、10分蒸し茹でにする。(時々様子を見て、水がなくなりそうなら足す) 菜箸で押して、ナスが柔らかくなったことを確認したら、ザルにあげて完全に冷ます。(空気に触れることで、皮の色が少し戻って鮮やかになる)
冷めたら手で裂き、合わせた辛味ダレをかける。",少量の水をはって蒸すことで、熱が均一にいきわたり、ゆでるよりも旨味が流れでないため、甘みや栄養素をキープできます。蒸しあがったら、必ずすぐザルにあげてください。,この方法は、蒸しなすを大量に手軽に作ることができます。油を使わないため、ヘルシーになすの旨味を楽しめます。
蒸しなす（梅和え）,https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/43de07b18f06c314a50d1f54e0fa1802.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/IMG_3452-e1558703773825.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/IMG_3442-e1558703980995.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/IMG_3443-e1558704073922.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/IMG_3455-e1558704162284.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/190328-0492-e1558704489252.jpg,https://www.osakafoodstyle.com/recipe/pickledumeeggplant/,日差しが強く、暑さでぐったりして料理をする気が起きない時でも、手軽に作れて元気が出る一品です。旬のなすをさっぱりといただけます。,なす 3本(300g) / 薄口しょうゆ 大さじ1/2 / 砂糖 大さじ1/2 / すりゴマ 大さじ2 / 梅ぼし 大2個,"ナスはヘタを切り落とす。皮をピーラーでしま目(または切り込みを入れて)にむく。
冷たいフライパンに並べ入れ、水100ccを注ぎ入れる。(ナスの高さの1/4くらいまで水があれば◎)
フライパンにフタをし、強火にかけ、ふつふつとしたら中火にし、10分蒸し茹でにする。(時々様子を見て、水がなくなりそうなら足す)
菜箸で押して、ナスが柔らかくなったことを確認したら、ザルにあげて完全に冷ます。(空気に触れることで、皮の色が少し戻って鮮やかになる)
ナスが冷めたら、縦に2つに割く。食べやすいよう、それぞれ4等分に切り、器に盛る。
全体に砂糖を振り、次に薄口しょうゆをかける。
すりゴマをふりかけ、叩いた梅肉を散らす。",調味料をかける際は「砂糖→薄口しょうゆ」の順番を必ず守ってください。この順番を守ることで、わざわざ「和える」作業をしなくても味が整います。,蒸しなすの調理法を習得すれば、鶏味噌や辛味ダレを添えるなど自由自在に応用が可能です。農家さんが心を込めて作った大阪のなすが美味しくなる季節にぴったりのレシピです。
蒸しなすのゆかり酢がけ,https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/IMG_3796-e1559112973445.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/IMG_3805-e1559114796458.jpg,https://www.osakafoodstyle.com/recipe/steameggplantyukari/,鍋に10分ほったらかしでできてしまう手軽さで、あと1品欲しい時に便利な料理です。塩漬けした赤紫蘇を乾燥させた「ゆかり」を使い、夏に欲しくなる「爽やかな酸味」を感じるレシピにしました。,なす 2本(200g) / ゆかり 小さじ2 / 塩麹 小さじ2 / 酢 小さじ1,"ナスはヘタを切り落とす。皮をピーラーでしま目(または切り込みを入れて)にむく。冷たいフライパンに並べ入れ、水100ccを注ぎ入れる。フライパンにフタをし、強火にかける。
ふつふつとしたら中火にし、10分蒸し茹でにする。(時々様子を見て、水がなくなりそうなら足す) 菜箸で押して、ナスが柔らかくなったことを確認したら、ザルにあげて完全に冷ます。(空気に触れることで、皮の色が少し戻って鮮やかになる)
冷めたら縦4等分、横3等分の一口大に切り、バットに並べる。塩麹をところどころに散らし、ゆかり、酢を全体にふりかけ、器によそう。",まだ蒸しなすが熱を持っているうちに全体を大きく混ぜると、蒸しなすが崩れるので、調味料は上からかけてから盛り付けるか、盛り付けてから上からかけるかで、味付けをしてください。,「ゆかり」と「酢」の組み合わせにより、食欲が落ちやすい時期でもさっぱりと食べられる副菜です。
蒸しなすのたっぷり大葉がけ,https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/IMG_3822-e1559116224993.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/IMG_3859-e1559116284818.jpg,https://www.osakafoodstyle.com/recipe/steameggplantoba/,青々とした爽快な香りが火照った体に嬉しい、大葉をのせていただくレシピです。,なす 2本(200g) / 大葉 3枚 / 薄口しょうゆ 小さじ1 / 砂糖 小さじ1 / ごま油 小さじ1,"ナスはヘタを切り落とす。皮をピーラーでしま目(または切り込みを入れて)にむく。
冷たいフライパンに並べ入れ、水100ccを注ぎ入れる。
フライパンにフタをし、強火にかける。
ふつふつとしたら中火にし、10分蒸し茹でにする。(時々様子を見て、水がなくなりそうなら足す)
菜箸で押して、ナスが柔らかくなったことを確認したら、ザルにあげて完全に冷ます。(空気に触れることで、皮の色が少し戻って鮮やかになる)
冷めたら縦半分に裂き、横4等分に切って器に盛る。
上から、砂糖、薄口しょうゆ、ごま油の順にかけ、最後に千切りにした大葉をのせる。",ナスが柔らかくなったことを確認したあと、ザルにあげて完全に冷ますのがポイントです。空気に触れることで皮の色が少し戻り、鮮やかになります。また、蒸し茹で中は水がなくならないよう時々様子を見てください。,旬の野菜と薄口しょうゆで仕立てる大阪のおばんざい「なにわ料理」の考え方を取り入れた、野菜の美味しさを引き出すレシピです。
新たまねぎとうすいえんどうの炊き込みご飯,https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/05/freshonionpotcookedrice-e1559314845999.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/06/IMG_3480-e1559314888747.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/06/39042334ac60d6d55792394cf1765069.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/06/IMG_4148-e1559318182316.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/06/IMG_3426-e1559318347240.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/06/IMG_4149-e1559318461412.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/06/IMG_4170-e1559318683281.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/06/IMG_4172-e1559318792102.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/06/IMG_4157-e1559319973176.jpg,https://www.osakafoodstyle.com/recipe/freshonionpotcookedrice/,見た目のインパクトだけでなく「美味しさ」と「よそいやすさ」を追求し、試作を重ねて完成したレシピです。蓋を開けた瞬間に歓声が上がるような、おもてなしにもぴったりの一品です。,新たまねぎ 1個(200g) / 桜えび(乾) 大さじ5 / うすいえんどう 100g（サヤから取り出した状態） / オリーブオイル 大さじ2 / 米 2合 / 薄口しょうゆ 大さじ1.5 / 酒 大さじ1.5 / 水 400cc,"新たまねぎは皮をむいて、横半分に切る。まな板に切り口を下にして置き、包丁で深さ2cmほどの切り込みを格子状に入れる。※下まで一気に切り落とさないように注意してください。
フライパンにオリーブ油を大さじ1熱し、新たまねぎを両面2分ずつ焼く。蓋をして焼くと、より柔らかくなる。両面に焼き色がついたことを確認したら、皿に取り出す。
同じフライパンにオリーブ油大さじ1を足し、米、桜えび、うすいえんどうを入れて炒める。
米が透明になったら、薄口しょうゆ、酒を入れて、さらに炒め合わせ、一旦火を消す。
中央に新たまねぎをのせ、水を注ぎ、蓋をする。強火にかけて沸騰したら、弱火に落として13分炊く。
火を消して、そのまま蓋を開けずに10分置いて蒸らす。
炊けたら新たまねぎをしゃもじで崩して、全体を大きく混ぜ合わせる。",新たまねぎは丸ごとではなく「横半分に切る」「切り込みを入れる」「焼いてから炊き込む」ことで、芯まで柔らかく仕上げ、かつ提供時に混ぜやすくなります。米が透明になるまで炒めることで、香ばしさと粒感を引き出します。,【炊飯器で作る場合】工程2のフライパンの中身を全て炊飯器の内釜に入れ、新たまねぎをのせて水を注ぎ、通常炊飯してください。保温ができるので便利です。【アレンジ】うすいえんどうの代わりに、トウモロコシ（缶詰や生の粒）で作るのもおすすめです。
ごろっと新玉ねぎの梅酢豚,https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/06/IMG_4244-e1559627837863.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/06/29bcf56b9db3e69fc8284c9d8572cb9a.jpg,https://www.osakafoodstyle.com/recipe/umesweetandsourpork/,水分量が多く傷みやすい新玉ねぎを、旬の時期に美味しく味わうためのレシピです。大玉の新玉ねぎに梅と酢を効かせ、さっぱりとした味わいに仕上げています。,新玉ねぎ 2個（500g） / 豚薄切り肉 150g / 絹さや 15枚（30g） / ゴマ油 大さじ1 / 梅干 3個 / 昆布 3cm長さ / a(薄口しょうゆ・砂糖 各大さじ1) / 酢 大さじ2 / 水 大さじ2（水溶き片栗粉用） / 片栗粉 大さじ1（水溶き片栗粉用）,"鍋に熱湯300ccを沸かし、昆布を入れて火を消し、蓋をし、15分以上置く。昆布は取り出す。
梅干はタネを取り、4つにちぎっておく。新玉ねぎは皮をむき、4等分のくし切りにする。フライパンを熱し、ゴマ油を入れ、新玉ねぎを並べて蓋をする。
2分後、蓋をあけ、豚肉を広げ入れて、再び蓋をして2分蒸し焼きにする。
新玉ねぎに焼き色がついたことを確認したら、昆布だし、aを入れて、蓋をする。弱めの中火で10分煮込む。
2.の鍋に、筋をとって半分に切った絹さや、酢を入れて強火にして沸かす。水溶き片栗粉を入れて、とろみがついたら火を止める。",昆布だしを取っている間に、梅の下処理や玉ねぎのカット、蒸し焼きまでの作業を行うと効率よく調理できます。ゴマ油で香ばしく玉ねぎを焼くことで、煮込み時間を短縮できます。,新玉ねぎが大きい場合は、煮込み時間を15分にしてください。完成時のあんは硬めですが、新玉ねぎをお箸で割って食べているうちに煮汁が出て、ちょうどいい硬さになります。梅干の代わりに、生姜や柚子胡椒を入れても構いません。
サバの水煮缶で作る梅冷汁,https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/06/IMG_0215-e1560317221452.jpg|https://www.osakafoodstyle.com/wp/wp-content/uploads/2019/06/b853b0df7be2ac8092afc29c4895fba2.jpg,https://www.osakafoodstyle.com/recipe/mackerelplumsoup/,加熱不要で手軽に作れる、サバの水煮缶を活用した冷汁です。サバの水煮缶はカルシウムが生の約43倍と豊富で、EPAやDHA、各種ミネラルも含まれており、下処理不要で時短料理に適しています。梅雨から夏にかけての夏バテしやすい時期にぴったりの栄養豊富なレシピとして考案されました。,ズッキーニ 1/2本(またはキュウリ1本) / サバ水煮缶 1缶 / サバ水煮缶汁＋昆布だし 500cc / みそ 大さじ1.5 / 梅干 大1個 / ミョウガ 2個(またはショウガ 10g) / いりごま 大さじ3,"ズッキーニ(またはキュウリ)は薄切りにし、3%の塩水に5分浸し、さっと洗って水気を切っておく。サバ缶は身と缶汁を取り分ける。ミョウガは横に薄切りにする(ショウガの場合はすりおろし)。梅干は種を取り出す。
=すり鉢がある場合= すり鉢に炒ったゴマを加えてすり、みそ、梅干、サバの身を加えてすり合わせる。サバ缶の缶汁に昆布だしを足して500ccに調整しただし汁を少しずつ加えて溶きのばす。 =すり鉢がない場合= ゴマはいりごまではなく、すりゴマを使う。梅干は包丁でたたいて、梅肉にする。ボウルにサバの身を入れて、フォークでしっかり潰す。味噌、梅肉、ゴマを入れて、しっかり混ぜ合わせたら、サバ缶汁と昆布だし合わせて500ccを少しずつ加えて、溶きのばす。
2.にズッキーニ(またはキュウリ)、ミョウガ(またはショウガ)を入れ、ラップをかけて冷蔵庫で冷やす。30分後、しっかり冷えたら器によそう。すぐに食べる際は2.でだし汁を400ccにして、氷をたっぷり(100g)入れて、器によそう。",魚はなめらかにした方が、食べやすくて消化によくおすすめです。,冷汁とは魚の干物をすっていただく、宮崎の郷土料理です。本レシピではサバの水煮缶を使うことで、より手軽に栄養を摂取できるようアレンジしています。
